Genes	HSC	MPP	LMPP	CLP	GMP-A	GMP-B	GMP-C	CMP	MEP	NK	CD4	CD8	B	pDC	Mono	Ery
AC024560.2	0	0	0	71	0	0	0	1	0	2	2	0	8	5	0	0
LINC00421	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PCYT1B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139712.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090617.1	14	27	22	15	1	0	0	14	18	56	51	38	14	0	6	4
RP11-3P22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007750.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RP11-399K21.10	0	9	0	0	0	2	0	4	0	0	0	0	0	0	1	0
RP11-239E10.2	0	0	0	0	0	83	0	0	0	0	7	0	0	0	1	0
RP11-151D14.1	14	10	1	3	0	0	0	11	8	0	0	0	0	0	16	0
AL121656.5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105393.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTA-992D9.6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
NIFK-AS1	1699	2009	1017	1452	185	148	272	1516	1211	1361	1608	1291	831	208	762	404
AC006378.2	13	16	25	12	2	0	0	14	11	10	35	10	62	0	6	3
RP11-44H4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL157902.3	1	1	0	0	0	0	0	0	0	0	1	6	2	0	0	3
RP11-944L7.4	46	83	14	30	8	3	5	57	53	36	3	5	41	10	11	3
LINC00106	12	12	5	33	0	8	0	15	21	20	20	10	13	55	26	5
RP1-66N13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf27	0	0	0	1	0	0	0	2	0	4	2	2	0	0	3	1
AP001615.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018731.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
AC007563.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
RP11-38J22.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
RP11-482E14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-128B16.3	39	24	40	118	0	1	0	25	15	94	122	81	113	10	36	0
RP11-535C21.3	161	187	122	204	2	17	2	134	166	90	191	132	223	47	175	437
AC113331.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1063M23.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0
RP11-78B10.2	0	0	0	0	0	0	0	0	5	1	5	1	54	0	35	21
RP11-1008C21.2	4	7	0	4	0	0	0	2	0	0	0	0	0	0	8	0
RP4-651E10.4	2	0	0	0	0	0	0	1	2	1	0	2	3	0	0	0
RP11-111D3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-408N14.1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0
AC092661.1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-390F4.6	0	2	0	4	0	0	0	0	0	0	0	1	1	0	0	0
RP11-439A17.7	4	3	1	1	20	0	73	2	0	3	3	0	1	109	4	0
AP003774.1	4	3	2	1	0	0	0	24	5	19	45	33	48	8	12	0
RP3-329E20.2	0	0	0	0	0	0	0	2	0	12	44	12	29	0	44	37
AC003092.2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
C8orf56	44	33	67	5	0	1	16	30	0	1	0	1	0	1	0	0
RP11-640M9.1	55	52	21	32	7	5	7	44	39	394	184	222	60	8	45	0
RP11-98G7.1	4	1	1	5	0	0	0	2	10	0	14	14	7	2	1	0
RP11-154H17.1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
RP5-1051D14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007359.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-261G23.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-298E9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1065P14.2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	4
C3orf84	1	0	0	0	0	0	0	0	5	0	4	1	0	0	6	3
OR10G9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC00614	0	0	0	0	0	0	0	0	0	3	2	0	0	7	0	0
RP5-1195D24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-544A12.4	285	227	160	136	65	21	141	260	211	257	379	324	516	119	430	208
AC142119.1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RP11-433J20.1	4	0	0	0	0	0	0	0	0	0	1	2	2	0	1	0
EDRF1-AS1	137	190	114	79	39	6	0	356	337	244	302	178	183	32	173	56
WASF3-AS1	7	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0
SNORA40	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GLIS3-AS1	0	0	0	0	0	0	0	0	0	0	4	8	0	0	1	0
RP11-98G13.1	1	0	0	0	0	0	0	0	0	5	27	0	1	0	0	0
AC010987.6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTA-984G1.5	10	27	3	0	0	0	0	8	8	0	0	0	0	0	0	2
AC012314.8	113	76	40	7	1	21	412	50	107	70	143	43	216	48	155	10
GS1-433O24.1	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
RP3-486I3.7	89	44	18	16	17	1	0	69	39	35	184	267	199	14	13	0
RP11-16C18.3	8	1	11	0	0	0	0	1	0	1	4	1	2	0	1	0
AC008067.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109589.1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
TTTY12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRMT5-AS1	7	44	4	24	0	9	0	3	18	21	54	26	18	0	121	1
AC015922.6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
RP13-436F16.1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
RP11-308N19.3	0	0	3	0	0	0	0	0	0	24	0	0	2	0	0	1
RP4-550H1.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TTTY23B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005550.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP11-168K11.2	34	22	11	3	0	0	0	51	4	249	4	30	0	0	4	0
RP11-6J21.2	11	1	0	3	0	0	0	1	0	8	10	6	16	0	2	0
RP5-836J3.1	6	3	1	15	0	0	0	1	0	0	4	1	5	0	0	0
EHMT2-AS1	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0
AC068134.6	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC01065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-669L17.10	138	158	87	76	31	27	33	88	110	103	233	90	291	40	339	33
RP4-782G3.1	0	17	0	0	0	1	0	0	0	2	3	0	0	63	0	0
RP11-365O16.6	0	18	3	0	17	0	0	0	5	8	14	13	19	8	6	0
AC040160.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018890.4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
LINC01056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HAND2-AS1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
AC073254.1	17	48	17	3	0	14	0	28	70	24	65	28	31	2	113	4
RP11-351M16.3	1	2	0	1	0	0	0	1	0	10	1	6	3	0	0	0
AC020594.5	3	3	0	0	0	0	0	12	2	18	7	1	72	0	7	0
C4orf51	4	2	0	8	0	0	0	0	2	1	1	8	1	0	0	0
HUNK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLEU7-AS1	1	1	0	7	1	0	4	1	0	1	5	6	33	0	11	0
RP11-132E11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTFR-AS1	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0
AC007163.3	25	31	31	884	0	0	0	28	2	10	55	45	209	15	59	1
AC128709.2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
B3GNT9	175	307	127	53	21	229	4	161	45	23	220	32	20	318	39	4
RP11-415D17.3	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0
AC007392.4	6	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC147651.4	80	31	21	2	0	0	150	45	51	26	42	85	10	91	49	0
AC091199.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-337C18.8	556	765	246	428	88	52	127	670	365	295	298	252	566	59	349	28
RP11-85G21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2AIPNL	659	1238	616	730	182	162	263	1367	1509	626	1183	876	943	375	647	582
FAM27E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-13E5.2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0
RP11-569G13.2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
AC104777.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPEF1-AS1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0
AC090505.6	6	1	2	0	0	0	0	15	1	0	1	1	1	1	1	0
RP11-109A6.2	11	1	1	1	15	0	0	1	1	22	23	6	7	0	3	1
ZNF295-AS1	49	70	16	0	4	0	32	12	11	5	35	24	148	22	32	0
RP11-809M12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RP1-142L7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022173.2	27	17	14	15	0	0	0	43	27	29	4	2	10	21	8	5
MBD3L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00987	206	284	151	119	105	99	214	248	264	187	205	358	80	1184	87	26
RP11-193H5.1	6	8	16	0	0	3	2	8	13	5	6	6	0	0	14	0
RP11-666A1.5	1	0	4	2	0	1	0	0	0	2	9	4	2	0	0	0
RP4-568F9.3	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
AC068492.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010729.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-181F12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009498.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC021016.8	20	9	5	0	17	3	1	12	8	0	0	0	2	5	78	0
LINC00851	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0
RP11-316I3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004906.3	48	23	18	14	0	0	0	2	6	268	145	86	115	9	0	0
CKMT1B	0	1	0	1	0	0	0	0	0	0	9	1	3	0	0	0
RP11-214L19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-782C8.4	21	10	4	7	0	1	53	8	9	3	16	26	20	0	10	4
RP11-540K16.1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
AC007099.2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
TTN-AS1	432	614	277	252	16	5	31	395	327	354	788	632	573	26	537	37
RP4-680D5.2	3	0	11	0	1	0	2	20	34	31	43	29	21	1	3	0
GS1-124K5.4	71	71	44	9	7	0	35	48	99	23	53	39	25	30	20	10
RP6-159A1.3	0	3	0	0	0	9	0	173	27	4	0	5	0	8	14	0
RP11-475C16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-288L1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC019064.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-439H8.4	6	7	0	0	0	0	0	3	1	0	4	4	0	0	0	0
AC113608.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAI1-AS1	16	10	40	6	0	0	0	6	10	18	8	6	11	28	13	0
RNF223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
XIAP-AS1	1	1	4	1	0	0	0	3	3	3	3	4	0	0	1	13
RP11-230L22.4	49	28	64	19	17	2	18	67	66	66	45	16	54	4	288	14
RP11-567C20.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTCD-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-98L5.2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYP-AS1	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	3
AL132796.1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
RP11-763B22.4	1	0	0	2	0	0	0	0	0	4	6	5	0	0	0	0
RP3-448I9.2	0	5	1	4	2	0	0	0	0	4	1	1	9	49	1	0
RP11-145M4.3	7	0	0	1	0	0	0	2	0	0	5	2	8	0	0	0
PATE4	2	5	0	85	0	0	0	4	0	21	7	6	8	3	0	0
AL163953.3	49	57	21	11	4	14	0	33	15	44	18	25	7	65	3	2
RP11-475I24.3	10	9	4	6	0	0	0	12	12	5	1	0	10	0	0	3
RP11-509J21.2	20	14	32	14	1	0	0	13	16	30	8	13	16	0	1	11
LINC01071	11	6	16	8	0	0	0	2	3	2	1	0	0	0	1	1
RP11-334N17.1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
AC010907.2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP13-152O15.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-316P17.2	32	43	2	0	0	0	0	4	0	6	4	0	0	0	0	0
AC007680.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BX072566.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005703.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-473M10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165J3.5	0	0	0	0	0	0	0	0	0	1	5	8	16	0	0	0
CTA-407F11.7	48	70	49	55	16	2	94	69	169	1	0	14	117	0	283	1
OR4A47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RP11-402L1.4	9	11	3	1	0	0	0	6	6	42	9	4	7	0	0	0
RP11-139I14.2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
RP4-788L20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006960.7	28	20	0	1	0	0	0	39	11	105	10	22	0	0	55	0
AC107070.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-471C18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1183D5.14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
AP001092.4	1	2	0	26	7	0	0	0	0	0	0	0	2	1	0	0
PRSS56	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RP11-321L2.2	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0
RP11-885N19.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-305L7.3	0	0	1	10	0	0	0	0	0	40	0	18	0	0	1	0
RP11-347D21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD2-AS1	53	75	4	2	25	0	0	126	46	289	145	253	6	8	79	3
RP1-159A19.4	18	27	25	98	3	9	0	11	9	12	45	13	10	6	5	0
RP11-147C23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-312B8.1	4	18	2	1	0	0	1	9	6	2	1	2	3	4	12	0
CECR7	123	43	49	19	34	2	0	38	34	57	164	160	250	30	91	1
ZNF737	2710	3113	1665	2937	261	147	356	2493	1414	2352	3760	2889	4108	601	124	54
RGL2	1112	1328	675	291	183	292	568	1290	787	513	948	498	729	704	2007	44
CTA-520D8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC074212.3	0	0	0	0	0	0	0	0	0	1	0	0	47	0	0	0
RP11-67L3.2	3	2	1	0	0	0	0	0	0	14	8	3	3	0	0	0
RP11-547I7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-233E12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-554F20.1	10	3	3	8	0	0	0	2	1	0	3	2	15	0	0	0
RP11-280O1.2	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0
RP3-461P17.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-715G15.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0
AC073115.6	0	0	0	0	0	0	0	0	1	8	22	29	3	0	0	0
RP11-324C10.1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0
XXbac-B135H6.15	17	32	14	0	28	19	88	34	26	0	0	0	0	6	44	0
AC093911.1	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
AC007557.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-947P14.1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RP4-803J11.2	63	121	53	23	4	2	20	50	75	107	73	52	166	1	48	8
AP000476.1	759	886	452	247	59	74	116	564	284	830	190	288	332	361	46	2
SGOL1-AS1	3	2	2	5	2	3	0	8	4	18	4	0	7	0	1	8
LINC00959	49	88	36	64	2	10	0	32	99	104	170	169	146	34	53	2
RP11-206L10.9	273	324	163	216	33	7	19	279	253	640	500	445	361	202	371	163
RP11-753B14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010105.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-356I2.4	391	584	233	1060	40	73	660	461	94	628	1846	1151	662	1595	355	4
RP11-526P5.1	1	5	0	0	0	0	0	1	0	1	0	0	4	0	0	0
RP1-12G14.6	144	148	73	83	5	10	8	97	102	153	194	165	206	11	137	40
RP11-76N22.2	2	3	19	49	0	0	0	18	8	0	4	5	15	1	5	60
UNC5B-AS1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
RP11-325F22.2	78	63	131	315	12	28	150	52	14	558	330	245	1852	23	410	4
SHISA9	1	34	0	0	0	0	0	9	0	0	0	0	0	0	2	0
DGCR5	14	8	0	6	0	0	0	3	7	4	30	24	20	0	9	0
RP11-443B7.2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0
OR7E24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LINC00857	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
AC114783.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012668.2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	1
AF241725.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-439K3.3	7	21	0	3	0	0	0	0	2	2	3	7	0	0	15	1
RP3-449H6.1	2	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0
RP11-309M23.1	3	0	16	12	0	0	0	10	8	14	18	5	52	0	5	4
AC012451.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC00383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DQA2	1434	1657	13	715	148	227	882	685	604	124	31	263	5184	316	3079	0
RP11-58A12.3	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
RP11-415A20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCND3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004562.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TTTY21B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-359N14.2	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0
RP4-620F22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073284.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC079776.3	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
AC097495.2	8	7	27	40	1	4	0	8	2	17	26	20	23	0	31	0
RP11-324L3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005538.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00407	1	0	0	2	0	0	0	0	0	2	0	1	0	0	2	0
RP11-327I22.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-66D17.3	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
RP11-20J15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000251.3	9	13	6	10	3	0	0	24	22	0	1	1	0	5	1	0
RP11-112L6.3	4	3	1	0	0	0	0	7	7	0	0	0	0	0	4	13
RP13-143G15.4	1	0	0	1	0	14	0	5	3	2	6	3	20	0	4	2
GAGE13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001056.1	0	1	0	0	0	0	0	0	0	0	0	1	60	27	78	0
RP11-343H5.6	5	7	0	11	0	0	0	9	4	0	1	0	3	12	0	12
AF064858.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP002856.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM138A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073257.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-406A20.1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AC104623.2	3	0	0	6	0	0	0	0	0	3	0	0	14	4	20	0
FRY-AS1	41	55	33	0	8	31	0	40	26	26	40	4	4	0	74	0
AC007386.2	2	1	1	0	0	0	0	0	0	3	1	0	121	6	2	0
RP4-604G5.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RP11-462G2.1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERICH1-AS1	25	12	0	52	0	0	0	0	0	0	0	1	0	0	0	0
KIFC1	224	294	239	767	214	298	730	789	689	68	160	122	122	928	82	667
C2orf74	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AP003025.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073834.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-968D22.3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC00316	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GRM7-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01115	2	1	4	0	0	0	0	4	0	0	3	0	0	0	2	0
AC080094.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAGE12C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX36-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL627309.1	63	148	38	14	11	20	10	48	54	51	91	56	297	68	309	8
RP11-360O19.4	3	1	8	0	0	0	0	5	15	0	0	0	0	0	0	0
RP5-1120P11.1	4	4	0	0	0	0	0	1	1	0	2	0	0	1	0	0
LINC00686	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007064.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRGM	346	70	104	19	25	24	5	44	3	54	222	86	34	15	0	0
LINC00312	13	2	1	0	1	0	0	3	1	0	3	0	3	1	0	0
RP11-199F6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008937.2	41	19	52	15	7	3	19	64	61	91	237	80	446	8	349	13
RP5-1018K9.1	1	4	0	0	0	0	0	7	2	0	1	0	0	0	2	0
AC006000.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4HA2-AS1	0	0	0	10	0	0	0	0	0	0	0	0	13	0	1	0
RP3-400B16.3	0	0	0	5	0	0	0	1	3	0	2	4	0	0	3	0
AC009095.4	5	6	21	17	0	1	2	19	8	13	32	10	20	6	10	15
AC011995.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF064858.11	10	5	9	1	0	0	11	6	0	0	0	0	0	28	24	0
RP11-386O9.2	0	0	0	1	2	0	0	1	2	0	1	0	3	0	0	1
RP3-453P22.2	1	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0
RP11-298E2.2	0	0	9	2	0	0	0	6	2	2	0	4	61	0	23	0
AP000473.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U82670.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCTN1-AS1	20	20	13	20	3	0	0	15	9	26	17	27	10	20	10	1
AC002368.4	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
RP11-624M8.1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
AC007740.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01143	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
AC079922.3	37	86	48	348	99	24	73	32	25	316	283	301	20	61	56	76
RP11-77M5.1	5	12	1	7	0	0	0	8	0	1	15	5	3	0	0	2
RP11-278H7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092657.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-127O4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0
RP11-3B12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM200B	1058	979	621	1554	343	179	620	1061	976	648	1859	1259	580	336	3159	552
RP11-101E14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-344N10.2	5	11	5	25	0	0	0	0	1	3	3	2	6	17	1	0
AC092620.3	36	47	0	7	6	11	0	17	15	18	30	21	87	33	74	0
AC003075.4	18	19	9	20	0	0	1	14	6	5	98	62	15	0	51	0
DDR1-AS1	1	0	0	3	0	0	0	0	1	2	0	0	0	2	1	0
RP11-54A4.2	0	1	2	0	0	0	0	0	0	5	4	0	0	0	11	1
GFOD1-AS1	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0
C3orf79	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
AC009499.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP11-472N13.3	0	0	0	1	0	26	0	1	0	0	0	0	0	0	29	0
AC010894.5	60	67	22	44	0	0	0	34	52	333	328	301	143	0	56	0
FAM197Y6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00211	36	74	9	0	0	0	0	4	2	1	5	0	0	0	83	0
AC015849.2	0	0	0	1	0	0	0	0	0	30	6	7	2	0	0	2
RP11-400K9.4	0	0	1	66	0	0	0	0	0	0	0	0	0	0	0	2
AC002066.1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC002454.1	441	989	709	529	448	416	108	1435	822	0	1	0	8	2	1	0
RP5-974N19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHKA2-AS1	12	12	3	8	0	0	0	10	12	11	11	9	12	33	12	2
AC159540.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC133680.1	10	9	0	0	0	0	0	2	0	1	0	0	0	0	0	0
AC016903.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092684.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-940F7.2	0	1	0	1	0	0	0	0	0	0	0	0	3	0	2	0
FAM231A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-67K17.4	36	82	20	132	0	0	0	17	15	37	248	118	64	0	1	0
