Variant1	Class1	PP1	Variant2	Class2	PP2	trait	distance	regionA	regionB
chr20:52222106-52222107	intergenic	0.3255	chr20:52023434-52023435	intron	0.3044	MCV	198670	region196	region196
chr9:27514962-27514963	accessible	0.5503	chr9:27714733-27714734	intergenic	1	WBC_COUNT	199769	region155	region155
chr9:27714733-27714734	intergenic	0.9955	chr9:27514254-27514255	intron	0.1519	NEUTRO_COUNT	200477	region110	region110
chr1:158384566-158384567	intergenic	0.714	chr1:158586966-158586967	intron	0.2941	MEAN_RETIC_VOL	202398	region1	region1
chr12:41800311-41800312	accessible	0.343	chr12:41597408-41597409	intron	0.1687	LYMPH_COUNT	202901	region150	region150
chr9:33992591-33992592	intron	0.9989	chr9:34195572-34195573	intron	0.9662	LYMPH_COUNT	202979	region129	region129
chr9:34195572-34195573	intron	0.8654	chr9:33992591-33992592	intron	0.2598	WBC_COUNT	202979	region154	region154
chr6:125010141-125010142	intron	0.6425	chr6:124806966-124806967	intron	0.1579	NEUTRO_COUNT	203173	region88	region88
chr6:125010141-125010142	intron	0.8844	chr6:124806966-124806967	intron	0.1163	WBC_COUNT	203173	region109	region109
chr14:65486226-65486227	intron	0.1223	chr14:65281122-65281123	intron	0.1002	MCHC	205102	region48	region48
chr22:37463858-37463859	intron	0.122	chr22:37258503-37258504	promoter	0.9448	EO_COUNT	205353	region190	region190
chr21:16578800-16578801	intergenic	0.2106	chr21:16784575-16784576	intergenic	0.138	HCT	205773	region107	region107
chr21:16784575-16784576	intergenic	0.3712	chr21:16578800-16578801	intergenic	0.1727	RBC_COUNT	205773	region142	region142
chr19:10670184-10670185	coding	0.2343	chr19:10463118-10463119	coding	0.1187	PLT_COUNT	207064	region223	region223
chr15:43726625-43726626	intron	0.2485	chr15:43933941-43933942	intron	0.1438	PLT_COUNT	207314	region191	region191
chr2:111923086-111923087	coding	0.104	chr2:111714577-111714578	intron	0.2218	EO_COUNT	208507	region20	region20
chr12:121365235-121365236	intergenic	0.7593	chr12:121156290-121156291	intron	0.1527	MCV	208943	region144	region144
chr1:214176869-214176870	accessible	0.1117	chr1:213966887-213966888	intergenic	0.8101	HCT	209980	region3	region3
chr1:214176869-214176870	accessible	0.1242	chr1:213966887-213966888	intergenic	0.9947	HGB	209980	region3	region3
chr1:26649576-26649577	intron	0.1598	chr1:26859695-26859696	promoter	0.1093	LYMPH_COUNT	210117	region1	region1
chr11:47441335-47441336	intron	0.1535	chr11:47652476-47652477	intron	0.1108	NEUTRO_COUNT	211139	region133	region133
chr14:69425467-69425468	accessible	0.9952	chr14:69212885-69212886	intergenic	0.6738	MPV	212580	region175	region175
chr1:155484430-155484431	accessible	0.2593	chr1:155271433-155271434	promoter	0.3438	RETIC_COUNT	212995	region7	region7
chr16:88782050-88782051	coding	0.6269	chr16:88567333-88567334	intron	0.6957	RETIC_COUNT	214715	region110	region110
chr9:6197392-6197393	intergenic	0.5969	chr9:6414150-6414151	promoter	0.4398	EO_COUNT	216756	region119	region119
chr7:49906026-49906027	intron	0.399	chr7:50125287-50125288	intron	0.2922	WBC_COUNT	219259	region1004	region1004
chr11:16630779-16630780	accessible	0.1519	chr11:16410499-16410500	intron	0.1676	RETIC_COUNT	220278	region91	region91
chr5:140924679-140924680	intron	0.1309	chr5:140702059-140702060	promoter	0.9967	MPV	222618	region72	region72
chr1:158295347-158295348	intergenic	0.8858	chr1:158070516-158070517	intergenic	0.1181	RETIC_COUNT	224829	region1	region1
chr16:30924368-30924369	intergenic	0.9951	chr16:31149416-31149417	intergenic	0.4577	WBC_COUNT	225046	region210	region210
chr6:43804571-43804572	accessible	0.4714	chr6:44030011-44030012	intergenic	1	HGB	225438	region32	region32
chr7:10525462-10525463	intergenic	0.7193	chr7:10752679-10752680	intergenic	0.7003	WBC_COUNT	227215	region133	region133
chr12:121151062-121151063	intron	0.1646	chr12:120922849-120922850	intron	0.1089	MCV	228211	region144	region144
chr21:38062610-38062611	intergenic	0.2436	chr21:37834258-37834259	promoter	0.9772	HCT	228350	region108	region108
chr10:126301951-126301952	coding	0.1194	chr10:126531195-126531196	intergenic	0.3397	LYMPH_COUNT	229242	region143	region143
chr2:136034836-136034837	intron	0.6158	chr2:136264631-136264632	intron	0.178	NEUTRO_COUNT	229793	region14	region14
chr2:136034836-136034837	intron	0.5704	chr2:136264631-136264632	intron	0.2992	WBC_COUNT	229793	region11	region11
chr2:143831599-143831600	intergenic	0.1916	chr2:144061825-144061826	intron	0.2156	MPV	230224	region30	region30
chr21:38065224-38065225	accessible	0.3084	chr21:37834258-37834259	promoter	0.9968	HGB	230964	region117	region117
chr11:47888036-47888037	intergenic	0.3468	chr11:47652476-47652477	intron	0.3091	WBC_COUNT	235558	region182	region182
chr21:37834258-37834259	promoter	0.9276	chr21:38071367-38071368	promoter	0.1183	RBC_COUNT	237107	region143	region143
chr3:50352458-50352459	intergenic	0.5089	chr3:50591727-50591728	intergenic	0.1315	MEAN_RETIC_VOL	239267	region28	region28
chr11:128325553-128325554	intergenic	0.1208	chr11:128565034-128565035	promoter	0.1987	PLT_COUNT	239479	region154	region154
chr6:135419688-135419689	accessible	0.2057	chr6:135659438-135659439	intron	0.9293	MONO_COUNT	239748	region67	region67
chr15:76213525-76213526	intron	0.6176	chr15:75973344-75973345	intron	0.1554	HGB	240179	region95	region95
chr12:112105502-112105503	intron	0.1766	chr12:111865049-111865050	intron	0.1703	NEUTRO_COUNT	240451	region139	region139
chr17:16843195-16843196	intron	0.4753	chr17:16602645-16602646	intron	0.1525	MONO_COUNT	240548	region179	region179
chr13:41002641-41002642	accessible	1	chr13:41244260-41244261	intergenic	0.3242	MONO_COUNT	241617	region158	region158
chr3:71382067-71382068	accessible	0.4644	chr3:71624342-71624343	promoter	0.1212	LYMPH_COUNT	242273	region36	region36
chr5:75960968-75960969	coding	1	chr5:75715498-75715499	intron	0.1108	MPV	245468	region65	region65
chr5:75960968-75960969	coding	0.4859	chr5:75715498-75715499	intron	0.1265	PLT_COUNT	245468	region67	region67
chr11:85549648-85549649	intergenic	0.8648	chr11:85795452-85795453	intergenic	0.4816	WBC_COUNT	245802	region177	region177
chr1:154935253-154935254	coding	0.1845	chr1:155184975-155184976	intron	0.1837	RBC_COUNT	249720	region9	region9
chr22:31844293-31844294	intron	0.4202	chr22:31594380-31594381	intron	0.1113	EO_COUNT	249911	region191	region191
chr3:187794378-187794379	intergenic	0.1104	chr3:188044675-188044676	intron	0.147	EO_COUNT	250295	region31	region31
chr12:133047851-133047852	accessible	0.3481	chr12:133301869-133301870	intergenic	0.122	MCH	254016	region145	region145
chr17:44150163-44150164	intron	0.9999	chr17:43894111-43894112	intron	0.8805	WBC_COUNT	256050	region217	region217
chr6:47606029-47606030	intergenic	0.2187	chr6:47349292-47349293	intergenic	0.1208	MPV	256735	region78	region78
chr13:114801846-114801847	promoter	0.5819	chr13:114545100-114545101	promoter	0.2501	LYMPH_COUNT	256744	region157	region157
chr14:23584265-23584266	accessible	0.4219	chr14:23326912-23326913	intergenic	0.5387	EO_COUNT	257351	region149	region149
chr9:27229282-27229283	coding	0.2436	chr9:27487688-27487689	intron	0.1703	NEUTRO_COUNT	258404	region110	region110
chr12:41597408-41597409	intron	0.7928	chr12:41338779-41338780	intron	0.2338	BASO_COUNT	258627	region35	region35
chr2:205004024-205004025	intergenic	0.9361	chr2:204743801-204743802	intergenic	0.305	WBC_COUNT	260221	region12	region12
chr4:90555372-90555373	intergenic	0.1564	chr4:90816799-90816800	promoter	0.9968	LYMPH_COUNT	261425	region42	region42
chr9:135864436-135864437	accessible	0.9722	chr9:136127366-136127367	intergenic	0.1357	PLT_COUNT	262928	region131	region131
chr19:18148982-18148983	intergenic	0.8951	chr19:18413061-18413062	intergenic	0.5872	MEAN_RETIC_VOL	264077	region150	region150
chr3:124631855-124631856	intron	0.5631	chr3:124366890-124366891	intron	0.4916	MPV	264963	region41	region41
chr3:51788391-51788392	intergenic	0.1083	chr3:51523101-51523102	intron	0.1032	RETIC_COUNT	265288	region1001	region1001
chr19:55451083-55451084	coding	0.8717	chr19:55184549-55184550	intergenic	0.7479	NEUTRO_COUNT	266532	region174	region174
chr15:43703277-43703278	accessible	0.1221	chr15:43971150-43971151	intergenic	0.2672	HCT	267871	region92	region92
chr11:128333014-128333015	accessible	0.3671	chr11:128064848-128064849	intergenic	0.1025	WBC_COUNT	268164	region176	region176
chr17:7376411-7376412	intron	0.1101	chr17:7106378-7106379	promoter	0.472	HGB	270031	region107	region107
chr9:16992463-16992464	intergenic	0.8312	chr9:16720420-16720421	intron	0.1046	WBC_COUNT	272041	region158	region158
chr17:43765080-43765081	intron	0.3504	chr17:44037491-44037492	intron	0.1302	HGB	272409	region103	region103
chr1:56632720-56632721	intergenic	0.1615	chr1:56905445-56905446	intergenic	0.1344	NEUTRO_COUNT	272723	region8	region8
chr7:127542020-127542021	accessible	0.1606	chr7:127269276-127269277	intergenic	0.1127	LYMPH_COUNT	272742	region120	region120
chr19:55451083-55451084	coding	0.3382	chr19:55724561-55724562	intergenic	0.12	MONO_COUNT	273476	region190	region190
chr15:50785016-50785017	coding	0.7817	chr15:51058629-51058630	promoter	0.1346	NEUTRO_COUNT	273611	region155	region155
chr16:357744-357745	accessible	0.5039	chr16:632231-632232	promoter	0.1069	MCHC	274485	region51	region51
chr16:357744-357745	accessible	0.2544	chr16:632231-632232	promoter	0.1348	RETIC_COUNT	274485	region108	region108
chr12:112852124-112852125	accessible	0.1001	chr12:112576832-112576833	intron	0.7296	PLT_COUNT	275290	region158	region158
chr19:18116144-18116145	intron	0.9892	chr19:18392643-18392644	promoter	0.1013	MONO_COUNT	276497	region193	region193
chr22:43107837-43107838	intron	0.4524	chr22:43385996-43385997	intron	0.3233	MPV	278157	region240	region240
chr16:88566411-88566412	accessible	0.2287	chr16:88845444-88845445	intron	0.1258	MCH	279031	region161	region161
chr15:64461432-64461433	coding	0.1454	chr15:64741411-64741412	intron	0.5764	MPV	279977	region183	region183
chr9:135864436-135864437	accessible	0.9979	chr9:136145414-136145415	intron	0.302	MPV	280976	region122	region122
chr16:3118536-3118537	intron	0.1284	chr16:2836027-2836028	promoter	0.1168	EO_COUNT	282507	region161	region161
chr17:7816486-7816487	accessible	0.4798	chr17:8100645-8100646	intergenic	0.5583	RBC_COUNT	284157	region121	region121
chr14:65772439-65772440	accessible	0.1432	chr14:65487451-65487452	intron	0.1457	PLT_COUNT	284986	region185	region185
chr6:34183057-34183058	intergenic	0.9661	chr6:33898029-33898030	intergenic	0.2911	PLT_COUNT	285026	region1006	region1006
chr19:4080745-4080746	intergenic	0.1118	chr19:4366219-4366220	intron	0.8809	MEAN_RETIC_VOL	285472	region147	region147
chr2:136429366-136429367	intron	0.4529	chr2:136140304-136140305	intron	0.1263	EO_COUNT	289060	region1001	region1001
chr2:136555659-136555660	coding	0.4925	chr2:136264631-136264632	intron	0.178	NEUTRO_COUNT	291026	region14	region14
chr18:20720973-20720974	accessible	1	chr18:21013030-21013031	intron	0.4545	PLT_COUNT	292055	region215	region215
chr2:205004024-205004025	intergenic	0.9078	chr2:204711041-204711042	intergenic	0.1554	NEUTRO_COUNT	292981	region17	region17
chr17:7787775-7787776	promoter	0.3888	chr17:8081714-8081715	promoter	0.1269	NEUTRO_COUNT	293937	region170	region170
chr22:50628937-50628938	accessible	0.1697	chr22:50926982-50926983	promoter	0.3343	MPV	298043	region242	region242
chr12:121183873-121183874	intergenic	0.1768	chr12:120880133-120880134	intergenic	0.1592	RETIC_COUNT	303738	region95	region95
chr8:79178330-79178331	intergenic	0.353	chr8:78868011-78868012	intergenic	0.1026	LYMPH_COUNT	310317	region124	region124
chr1:56292340-56292341	intergenic	0.1682	chr1:56606206-56606207	intergenic	0.1254	RETIC_COUNT	313864	region5	region5
chr7:50497912-50497913	intergenic	0.3205	chr7:50182623-50182624	intron	0.7656	WBC_COUNT	315287	region1004	region1004
chr7:322665-322666	intergenic	0.1266	chr7:638323-638324	intron	0.1075	HCT	315656	region1003	region1003
chr7:50497912-50497913	intergenic	0.3205	chr7:50814101-50814102	intron	0.8503	WBC_COUNT	316187	region1004	region1004
chr16:67923472-67923473	intergenic	0.2663	chr16:67605794-67605795	intron	0.1338	MCV	317676	region170	region170
chr8:145592821-145592822	intergenic	0.1321	chr8:145912275-145912276	promoter	1	LYMPH_COUNT	319452	region123	region123
chr4:90687507-90687508	accessible	0.3121	chr4:91008657-91008658	intergenic	0.1584	HGB	321148	region23	region23
chr17:42594755-42594756	intergenic	0.9509	chr17:42921596-42921597	intergenic	0.1131	PLT_COUNT	326839	region204	region204
chr1:10125482-10125483	accessible	0.1148	chr1:10455148-10455149	intergenic	0.1438	HCT	329664	region8	region8
chr4:15743240-15743241	intergenic	0.266	chr4:16076535-16076536	promoter	0.5596	LYMPH_COUNT	333293	region49	region49
chr4:76912247-76912248	promoter	0.9847	chr4:77245904-77245905	promoter	0.6388	WBC_COUNT	333655	region45	region45
chr17:63469474-63469475	intergenic	0.323	chr17:63803528-63803529	intron	0.1257	LYMPH_COUNT	334052	region183	region183
chr4:76912247-76912248	promoter	0.9965	chr4:77246637-77246638	promoter	0.7043	NEUTRO_COUNT	334388	region39	region39
chr19:45751157-45751158	intergenic	0.1642	chr19:45413234-45413235	intergenic	0.1022	MONO_COUNT	337921	region191	region191
chr17:44150163-44150164	intron	0.9987	chr17:43812218-43812219	intron	0.1133	NEUTRO_COUNT	337943	region164	region164
chr19:55451083-55451084	coding	0.9146	chr19:55112489-55112490	coding	0.1564	WBC_COUNT	338592	region226	region226
chr6:24481175-24481176	accessible	0.2374	chr6:24821557-24821558	accessible	0.1079	LYMPH_COUNT	340380	region1002	region1002
chr22:28761148-28761149	intron	0.2832	chr22:29103598-29103599	intron	0.1504	WBC_COUNT	342448	region241	region241
chr12:41163938-41163939	intron	1	chr12:40821478-40821479	intron	0.5737	NEUTRO_COUNT	342458	region135	region135
chr12:41163938-41163939	intron	1	chr12:40821478-40821479	intron	0.4172	WBC_COUNT	342458	region184	region184
chr19:4083181-4083182	intergenic	0.1116	chr19:4426164-4426165	intron	0.7651	MCV	342981	region189	region189
chr1:159174683-159174684	coding	0.5224	chr1:159518892-159518893	intergenic	0.1159	NEUTRO_COUNT	344207	region4	region4
chr19:4080391-4080392	intergenic	0.1813	chr19:4426164-4426165	intron	0.6396	MCH	345771	region177	region177
chr9:136577204-136577205	intron	0.1901	chr9:136925663-136925664	intron	0.1028	MCV	348457	region123	region123
chr6:44591006-44591007	accessible	0.2717	chr6:44239922-44239923	promoter	0.8963	MONO_COUNT	351082	region105	region105
chr17:43853922-43853923	intron	0.5087	chr17:44212032-44212033	intron	0.105	EO_COUNT	358108	region170	region170
chr12:12521151-12521152	intron	0.9655	chr12:12881055-12881056	intron	0.1144	LYMPH_COUNT	359902	region152	region152
chr1:101702359-101702360	coding	0.4192	chr1:101340134-101340135	intron	0.112	LYMPH_COUNT	362223	region2	region2
chr3:29346461-29346462	intron	0.274	chr3:29712873-29712874	intron	0.1615	NEUTRO_COUNT	366410	region31	region31
chr3:29346461-29346462	intron	0.9329	chr3:29712873-29712874	intron	0.268	WBC_COUNT	366410	region33	region33
chr9:139921080-139921081	promoter	0.3672	chr9:139553723-139553724	promoter	0.2494	LYMPH_COUNT	367355	region133	region133
chr17:47857324-47857325	accessible	0.7012	chr17:47487851-47487852	intron	0.8286	MEAN_RETIC_VOL	369471	region138	region138
chr1:198618104-198618105	intron	0.8433	chr1:198990494-198990495	promoter	0.1917	LYMPH_COUNT	372388	region8	region8
chr3:142275962-142275963	intron	0.1048	chr3:142652069-142652070	utr	0.3373	MEAN_RETIC_VOL	376105	region27	region27
chr20:4157072-4157073	accessible	0.9289	chr20:3778042-3778043	promoter	0.2859	MEAN_RETIC_VOL	379028	region155	region155
chr10:103872328-103872329	accessible	0.2401	chr10:103490837-103490838	intergenic	0.2748	MCH	381489	region126	region126
chr10:103872328-103872329	accessible	0.2733	chr10:103490837-103490838	intergenic	0.3093	MCV	381489	region130	region130
chr16:31109092-31109093	intergenic	0.1178	chr16:31497808-31497809	intron	0.1547	LYMPH_COUNT	388714	region172	region172
chr19:10350649-10350650	intergenic	0.2035	chr19:10741335-10741336	intron	0.1755	RETIC_COUNT	390684	region124	region124
chr3:24727054-24727055	intergenic	0.2069	chr3:24334511-24334512	intron	0.9002	MCH	392541	region27	region27
chr17:43756506-43756507	intron	0.9139	chr17:44150163-44150164	intron	0.244	LYMPH_COUNT	393655	region1004	region1004
chr12:112293572-112293573	intron	0.1045	chr12:112687904-112687905	utr	0.144	WBC_COUNT	394330	region185	region185
chr7:50417632-50417633	accessible	0.4934	chr7:50814101-50814102	intron	0.6899	BASO_COUNT	396467	region25	region25
chr4:55408999-55409000	accessible	0.2567	chr4:55812079-55812080	accessible	0.1573	HCT	403078	region20	region20
chr4:55812079-55812080	accessible	0.739	chr4:55408999-55409000	accessible	0.1987	HGB	403078	region20	region20
chr4:55408999-55409000	accessible	0.9998	chr4:55812079-55812080	accessible	0.1203	RBC_COUNT	403078	region27	region27
chr19:51728477-51728478	coding	0.2793	chr19:52132020-52132021	promoter	0.7734	LYMPH_COUNT	403541	region193	region193
chr12:41163938-41163939	intron	1	chr12:40754308-40754309	intron	0.446	LYMPH_COUNT	409628	region150	region150
chr17:5181303-5181304	intergenic	0.4581	chr17:4770197-4770198	intron	0.4937	LYMPH_COUNT	411104	region180	region180
chr1:198994619-198994620	intergenic	0.5146	chr1:198581291-198581292	intergenic	0.1011	RBC_COUNT	413326	region2	region2
chr6:139414238-139414239	intergenic	0.4669	chr6:139828314-139828315	intergenic	0.1528	MEAN_RETIC_VOL	414074	region41	region41
chr19:4502282-4502283	coding	0.1499	chr19:4080391-4080392	intergenic	0.3377	RBC_COUNT	421889	region130	region130
chr2:136264631-136264632	intron	0.3964	chr2:135839805-135839806	intron	0.111	MONO_COUNT	424824	region17	region17
chr12:111865049-111865050	intron	0.1865	chr12:112293572-112293573	intron	0.1045	WBC_COUNT	428521	region185	region185
chr4:91116156-91116157	accessible	0.6075	chr4:90687507-90687508	accessible	0.1114	HCT	428647	region23	region23
chr1:25220269-25220270	intergenic	0.3631	chr1:25653526-25653527	intron	1	EO_COUNT	433255	region1	region1
chr12:41163938-41163939	intron	1	chr12:41597408-41597409	intron	0.9873	NEUTRO_COUNT	433468	region135	region135
chr12:41163938-41163939	intron	1	chr12:41597408-41597409	intron	1	WBC_COUNT	433468	region184	region184
